,Unnamed: 0.1,Unnamed: 0,index,country,month,name,artists,borda_score,origin_country
7424,11588,7424,44684,FI,2024-08,Vaisto (feat. Juuna Chill),"Costi, Juuna Chill",1395,FI
7425,3104,7425,44616,FI,2024-08,Häitä pidelly,"Robin Packalen, Tupe.",1374,FI
7426,7450,7426,44678,FI,2024-08,Timanttei,Mirella,1285,NL
7427,11595,7427,44604,FI,2024-08,En sitä tarkoittanut,"Edicti, F",1255,FI
7428,3075,7428,44631,FI,2024-08,Lightskinboy (feat. Sexmane),"Turisti, Sexmane",1209,FI
7429,11871,7429,44685,FI,2024-08,Viel yhen kerran,VIIVI,1169,FI
7430,4777,7430,46758,FR,2024-08,SOIS PAS TIMIDE,GIMS,1545,FR
7431,4778,7431,46759,FR,2024-08,SPIDER,"GIMS, DYSTINCT",1524,FR
7432,10328,7432,46734,FR,2024-08,Imagine,Carbonne,1483,FR
7433,11873,7433,46704,FR,2024-08,Bah Ouais - Nouvelle École,Dadi,1421,BR
7434,8051,7434,46728,FR,2024-08,Gata Only,"FloyyMenor, Cris Mj",1406,CL
7435,11874,7435,46749,FR,2024-08,No lo sé,Lacrim,1361,FR
7436,11876,7436,46716,FR,2024-08,Coco,"Ninho, Niska",1348,FR
7437,11122,7437,46774,FR,2024-08,Wayeh,THEODORT,1316,FR
7438,3140,7438,46699,FR,2024-08,Aucune attache,KeBlack,1269,FR
7439,11125,7439,46731,FR,2024-08,Hakayet,VEN1,1238,FR
7440,10684,7440,48784,GB,2024-08,BIRDS OF A FEATHER,Billie Eilish,1502,US
7441,11360,7441,48817,GB,2024-08,"Good Luck, Babe!",Chappell Roan,1483,US
7442,9896,7442,48811,GB,2024-08,Espresso,Sabrina Carpenter,1465,US
7443,9897,7443,48847,GB,2024-08,Please Please Please,Sabrina Carpenter,1450,US
7444,10294,7444,48777,GB,2024-08,A Bar Song (Tipsy),Shaboozey,1337,US
7445,9348,7445,48872,GB,2024-08,Too Sweet,Hozier,1307,IE
7446,11791,7446,48818,GB,2024-08,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",1305,GB
7447,10999,7447,48864,GB,2024-08,Stargazing,Myles Smith,1259,GB
7448,7842,7448,48785,GB,2024-08,Beautiful Things,Benson Boone,1232,US
7449,3700,7449,48865,GB,2024-08,Stick Season,Noah Kahan,1172,US
7450,3243,7450,50608,GR,2024-08,MA BELLA,"RACK, TOQUEL, Beyond",1531,GR
7451,3227,7451,50568,GR,2024-08,CASABLANCA,"SNIK, Franklin WWT, Rvchet",1487,GR
7452,6890,7452,50643,GR,2024-08,Vorias,APON,1417,GR
7453,3273,7453,50615,GR,2024-08,Normal,Roi 6/12,1406,GR
7454,8896,7454,50621,GR,2024-08,Panama,"Trannos, Arab",1376,GR
7455,3244,7455,50617,GR,2024-08,OMERTA,"RACK, Light, Beyond",1373,GR
7456,11155,7456,50613,GR,2024-08,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",1296,DE
7457,3274,7457,50644,GR,2024-08,Vradia,"Roi 6/12, Evangelia",1207,GR
7458,3265,7458,50625,GR,2024-08,Romanzo Criminale,"Light, Hawk",1177,GB
7459,9535,7459,50559,GR,2024-08,Allo,"Anastasia, Enisa",1164,DE
7460,2085,7460,52422,GT,2024-08,Si Antes Te Hubiera Conocido,KAROL G,1550,CO
7461,10435,7461,52423,GT,2024-08,Si No Quieres No,"Luis R Conriquez, Neton Vega",1512,MX
7462,2691,7462,52391,GT,2024-08,LUNA,"Feid, ATL Jacob",1462,CO
7463,9553,7463,52400,GT,2024-08,Madonna,"Natanael Cano, Oscar Maydon",1421,MX
7464,5031,7464,52380,GT,2024-08,Es un Secreto,Plan B,1409,GB
7465,8093,7465,52402,GT,2024-08,Mirame,"Blessd, Ovy On The Drums",1361,CO
7466,8985,7466,52415,GT,2024-08,Regalo De Dios,Julión Álvarez y su Norteño Banda,1314,MX
7467,11487,7467,52405,GT,2024-08,Ohnana,Kapo,1265,CO
7468,3338,7468,52387,GT,2024-08,LA PATRULLA,"Peso Pluma, Neton Vega",1238,MX
7469,11879,7469,52368,GT,2024-08,Amor,emmanuellcortess_,1153,US
7470,3402,7470,54042,HK,2024-08,好得太過份,Keung To,1504,HK
7471,4197,7471,54034,HK,2024-08,Who,Jimin,1489,KR
7472,3475,7472,54011,HK,2024-08,Hey Hey OK!,Anson Lo 盧瀚霆,1475,HK
7473,3403,7473,54044,HK,2024-08,岩巉,Keung To,1449,HK
7474,3404,7474,54064,HK,2024-08,黑月,Keung To,1405,HK
7475,3405,7475,54003,HK,2024-08,Dummy,Keung To,1349,HK
7476,3476,7476,54051,HK,2024-08,深閨,Anson Lo 盧瀚霆,1328,HK
7477,3406,7477,54054,HK,2024-08,濤,Keung To,1322,HK
7478,3477,7478,54052,HK,2024-08,深閨 feat. Kelly Chen 陳慧琳,"Anson Lo 盧瀚霆, Kelly Chen",1273,HK
7479,3478,7479,54017,HK,2024-08,MY LIFE,Anson Lo 盧瀚霆,1208,HK
7480,4198,7480,55805,HN,2024-08,Who,Jimin,1549,KR
7481,2086,7481,55793,HN,2024-08,Si Antes Te Hubiera Conocido,KAROL G,1519,CO
7482,11488,7482,55774,HN,2024-08,Ohnana,Kapo,1483,CO
7483,2692,7483,55761,HN,2024-08,LUNA,"Feid, ATL Jacob",1440,CO
7484,5032,7484,55751,HN,2024-08,Es un Secreto,Plan B,1424,GB
7485,8094,7485,55769,HN,2024-08,Mirame,"Blessd, Ovy On The Drums",1367,CO
7486,10436,7486,55795,HN,2024-08,Si No Quieres No,"Luis R Conriquez, Neton Vega",1363,MX
7487,8428,7487,55775,HN,2024-08,Orion,"Boza, ELENA ROSE",1303,PA
7488,10242,7488,55791,HN,2024-08,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",1297,JM
7489,1447,7489,55776,HN,2024-08,PERRO NEGRO,"Bad Bunny, Feid",1216,PR
7490,3515,7490,57583,HU,2024-08,PANNONIA,"DESH, Young Fly, Azahriah",1548,HU
7491,3516,7491,57595,HU,2024-08,SUV,"DESH, Young Fly",1501,HU
7492,3517,7492,57552,HU,2024-08,BAKPAKK,"DESH, Young Fly, Azahriah",1461,HU
7493,8923,7493,57553,HU,2024-08,BANDANA,"KKevin, DESH, Young Fly",1447,HU
7494,3518,7494,57574,HU,2024-08,MOKKA,"DESH, Young Fly",1404,HU
7495,3519,7495,57597,HU,2024-08,Strawberry,DESH,1338,HU
7496,7505,7496,57596,HU,2024-08,SZÍVTIPRÓ,T. Danny,1316,HU
7497,3520,7497,57591,HU,2024-08,Rampapapam,"DESH, Young Fly, Azahriah, Lord Panamo",1264,HU
7498,3521,7498,57559,HU,2024-08,CHOCO MOMMY,"DESH, Young Fly",1256,HU
7499,3591,7499,57614,HU,2024-08,introvertált dal,Azahriah,1154,HU
7500,11599,7500,59187,ID,2024-08,Gala bunga matahari,Sal Priadi,1527,ID
7501,11880,7501,59216,ID,2024-08,Satu Bulan,Bernadya,1519,ID
7502,11181,7502,59173,ID,2024-08,Aku Yang Jatuh Cinta,Dudy Oris,1452,ID
7503,11186,7503,59223,ID,2024-08,Sialan,"Adrian Khalif, Juicy Luicy",1418,ID
7504,11881,7504,59191,ID,2024-08,Kata Mereka Ini Berlebihan,Bernadya,1389,ID
7505,11882,7505,59198,ID,2024-08,Lama-Lama,Bernadya,1385,ID
7506,9590,7506,59176,ID,2024-08,Bawa Dia Kembali,Mahalini,1346,ID
7507,10685,7507,59175,ID,2024-08,BIRDS OF A FEATHER,Billie Eilish,1295,US
7508,11883,7508,59174,ID,2024-08,Apa Mungkin,Bernadya,1283,ID
7509,11884,7509,59194,ID,2024-08,Kini Mereka Tahu,Bernadya,1270,ID
7510,11361,7510,60948,IE,2024-08,"Good Luck, Babe!",Chappell Roan,1536,US
7511,10686,7511,60913,IE,2024-08,BIRDS OF A FEATHER,Billie Eilish,1493,US
7512,9898,7512,60984,IE,2024-08,Please Please Please,Sabrina Carpenter,1492,US
7513,9899,7513,60940,IE,2024-08,Espresso,Sabrina Carpenter,1418,US
7514,9349,7514,61007,IE,2024-08,Too Sweet,Hozier,1357,IE
7515,10295,7515,60908,IE,2024-08,A Bar Song (Tipsy),Shaboozey,1356,US
7516,3701,7516,61000,IE,2024-08,Stick Season,Noah Kahan,1269,US
7517,11792,7517,60949,IE,2024-08,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",1237,GB
7518,9528,7518,60912,IE,2024-08,Austin (Boots Stop Workin'),Dasha,1217,US
7519,11019,7519,60960,IE,2024-08,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",1195,US
7520,3783,7520,62799,IL,2024-08,אין אותי,"Osher Cohen, Noa Kirel",1549,IL
7521,11199,7521,62824,IL,2024-08,מגדלים,"סטילה, Ness",1509,IL
7522,11200,7522,62806,IL,2024-08,באמפרים,"סטילה, Ness",1494,IL
7523,8306,7523,62829,IL,2024-08,מערב ראשון,Itay Levi,1459,IL
7524,11193,7524,62848,IL,2024-08,רוז,Peer Tasi,1427,IL
7525,3784,7525,62842,IL,2024-08,פלסטרים,Osher Cohen,1393,IL
7526,11194,7526,62825,IL,2024-08,מה יהיה מחר,Peer Tasi,1352,IL
7527,3738,7527,62847,IL,2024-08,ראיתי עולם,"Omer Adam, ShrekDiMC",1291,IL
7528,3739,7528,62850,IL,2024-08,רק שלך,Omer Adam,1254,IL
7529,11195,7529,62827,IL,2024-08,מלודי,Peer Tasi,1227,IL
7530,10460,7530,64530,IN,2024-08,"Sajni (From ""Laapataa Ladies"")","Ram Sampath, Arijit Singh, Prashant Pandey",1488,IN
7531,11768,7531,64489,IN,2024-08,Big Dawgs,"Hanumankind, Kalmi",1452,IN
7532,8937,7532,64479,IN,2024-08,"Aasa Kooda - From ""Think Indie""","Sai Abhyankkar, Sai Smriti",1406,IN
7533,11215,7533,64539,IN,2024-08,Suniyan Suniyan,"Juss, MixSingh",1363,ID
7534,3911,7534,64507,IN,2024-08,"Jaanam (From ""Bad Newz"")",Vishal Mishra,1295,IN
7535,9674,7535,64506,IN,2024-08,Ishq,"Faheem Abdullah, Rauhan Malik",1277,PK
7536,11603,7536,64494,IN,2024-08,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")","Mohammad Faiz, Jaani",1238,IN
7537,3891,7537,64537,IN,2024-08,"Soni Soni (From ""Ishq Vishk Rebound"")","Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini",1172,IN
7538,7032,7538,64533,IN,2024-08,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",1169,IN
7539,3877,7539,64541,IN,2024-08,Tauba Tauba,Karan Aujla,1128,IN
7540,10687,7540,66640,IS,2024-08,BIRDS OF A FEATHER,Billie Eilish,1503,US
7541,8939,7541,66635,IS,2024-08,Andvaka,"Izleifur, Daniil",1418,IS
7542,9900,7542,66703,IS,2024-08,Please Please Please,Sabrina Carpenter,1385,US
7543,3962,7543,66654,IS,2024-08,Dvel ég í draumahöll,Hafdís Huld,1358,IS
7544,3932,7544,66670,IS,2024-08,Gemmér Gemmér,ICEGUYS,1326,IS
7545,10483,7545,66735,IS,2024-08,bad bitch í RVK,ClubDub,1300,IS
7546,9901,7546,66657,IS,2024-08,Espresso,Sabrina Carpenter,1269,US
7547,11793,7547,66672,IS,2024-08,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",1242,GB
7548,7843,7548,66641,IS,2024-08,Beautiful Things,Benson Boone,1103,US
7549,11606,7549,66728,IS,2024-08,"Til í allt, Pt. III","Friðrik Dór, Herra Hnetusmjör, Steindi Jr.",1082,IS
7550,11227,7550,68966,IT,2024-08,30ºC,ANNA,1547,GR
7551,9610,7551,69019,IT,2024-08,SESSO E SAMBA (feat. Gaia),"Tony Effe, Gaia",1507,IT
7552,11228,7552,69029,IT,2024-08,TT LE GIRLZ (feat. Niky Savage),"ANNA, Niky Savage",1477,GR
7553,8323,7553,69013,IT,2024-08,Paprika,Ghali,1458,IT
7554,11229,7554,68995,IT,2024-08,I LOVE IT (feat. Artie 5ive),"ANNA, Artie 5ive",1401,GR
7555,11608,7555,69021,IT,2024-08,STORIE BREVI,"Tananai, Annalisa",1399,IT
7556,8331,7556,68981,IT,2024-08,COME UN TUONO (feat. Guè),"Rose Villain, Guè",1330,IT
7557,6152,7557,68988,IT,2024-08,EPISODIO D'AMORE,"Geolier, Takagi & Ketra, Dat Boi Dee",1305,IT
7558,11239,7558,69020,IT,2024-08,SEXY SHOP,"Fedez, Emis Killa",1249,IT
7559,11902,7559,68979,IT,2024-08,Black Nirvana,Elodie,1239,IT
7560,4069,7560,70792,JP,2024-08,ライラック,Mrs. GREEN APPLE,1539,JP
7561,4199,7561,70775,JP,2024-08,Who,Jimin,1530,KR
7562,4070,7562,70810,JP,2024-08,青と夏,Mrs. GREEN APPLE,1472,JP
7563,8342,7563,70751,JP,2024-08,Bling-Bang-Bang-Born,Creepy Nuts,1395,JP
7564,4071,7564,70785,JP,2024-08,ケセラセラ,Mrs. GREEN APPLE,1390,JP
7565,8347,7565,70803,JP,2024-08,新しい恋人達に,back number,1360,JP
7566,8958,7566,70799,JP,2024-08,幾億光年,Omoinotake,1328,JP
7567,11245,7567,70759,JP,2024-08,I wonder,Da-iCE,1307,JP
7568,11903,7568,70784,JP,2024-08,カーテンコール,Yuuri,1270,JP
7569,8965,7569,70779,JP,2024-08,ただ君に晴れ,ヨルシカ,1267,JP
7570,4200,7570,72367,KR,2024-08,Who,Jimin,1550,KR
7571,325,7571,72347,KR,2024-08,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1505,KR
7572,4201,7572,72291,KR,2024-08,Be Mine,Jimin,1500,KR
7573,4202,7573,72351,KR,2024-08,Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",1459,KR
7574,4203,7574,72298,KR,2024-08,Closer Than This,Jimin,1394,KR
7575,326,7575,72288,KR,2024-08,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",1372,KR
7576,4204,7576,72349,KR,2024-08,Slow Dance (feat. Sofia Carson),"Jimin, Sofia Carson",1357,KR
7577,5361,7577,72356,KR,2024-08,Supernatural,NewJeans,1326,KR
7578,327,7578,72352,KR,2024-08,Standing Next to You,Jung Kook,1313,KR
7579,4205,7579,72341,KR,2024-08,Rebirth (Intro),Jimin,1304,KR
7580,4206,7580,73972,KZ,2024-08,Who,Jimin,1550,KR
7581,4651,7581,73991,KZ,2024-08,Очи,Bakr,1473,LY
7582,4676,7582,73977,KZ,2024-08,Айдахар,Irina Kairatovna,1455,KZ
7583,8353,7583,73986,KZ,2024-08,Клятвы,Asik,1389,KZ
7584,11462,7584,73936,KZ,2024-08,Ameli,"Big Baby Tape, Aarne, Toxi$",1377,RU
7585,4207,7585,73938,KZ,2024-08,Be Mine,Jimin,1373,KR
7586,11614,7586,73970,KZ,2024-08,Uige,Sadraddin,1356,KZ
7587,4652,7587,73992,KZ,2024-08,Привет,Bakr,1310,LY
7588,4687,7588,73978,KZ,2024-08,Алмата-Семей,Bonapart,1218,KZ
7589,4671,7589,73995,KZ,2024-08,Расстояние,"Ulukmanapo, Bakr",1189,KG
7590,4707,7590,75807,LT,2024-08,1000 Vėtrų,Jessica Shy,1526,LT
7591,10688,7591,75812,LT,2024-08,BIRDS OF A FEATHER,Billie Eilish,1487,US
7592,4708,7592,75890,LT,2024-08,Žvaigždės,Jessica Shy,1480,LT
7593,7525,7593,75834,LT,2024-08,Gegužis,"Rokas Yan, Monika LIU, Vaidas Baumila",1397,LT
7594,4709,7594,75810,LT,2024-08,Apkabink,Jessica Shy,1373,LT
7595,11794,7595,75837,LT,2024-08,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",1362,GB
7596,9902,7596,75829,LT,2024-08,Espresso,Sabrina Carpenter,1298,US
7597,11156,7597,75851,LT,2024-08,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",1288,DE
7598,9252,7598,75887,LT,2024-08,i like the way you kiss me,Artemas,1285,GB
7599,4710,7599,75876,LT,2024-08,Tarp Geltonų Rūtų,Jessica Shy,1214,LT
7600,11157,7600,78269,LU,2024-08,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",1537,DE
7601,8052,7601,78239,LU,2024-08,Gata Only,"FloyyMenor, Cris Mj",1458,CL
7602,10689,7602,78202,LU,2024-08,BIRDS OF A FEATHER,Billie Eilish,1452,US
7603,7844,7603,78206,LU,2024-08,Beautiful Things,Benson Boone,1449,US
7604,9903,7604,78233,LU,2024-08,Espresso,Sabrina Carpenter,1436,US
7605,10596,7605,78195,LU,2024-08,Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",1312,NL
7606,4779,7606,78288,LU,2024-08,SPIDER,"GIMS, DYSTINCT",1272,FR
7607,8757,7607,78299,LU,2024-08,Stumblin' In,CYRIL,1261,AU
7608,2087,7608,78293,LU,2024-08,Si Antes Te Hubiera Conocido,KAROL G,1220,CO
7609,11447,7609,78247,LU,2024-08,I Don't Wanna Wait,"David Guetta, OneRepublic",1170,FR
7610,4208,7610,80850,LV,2024-08,Who,Jimin,1538,KR
7611,11769,7611,80779,LV,2024-08,Big Dawgs,"Hanumankind, Kalmi",1482,IN
7612,10690,7612,80775,LV,2024-08,BIRDS OF A FEATHER,Billie Eilish,1460,US
7613,8975,7613,80818,LV,2024-08,Nārnija,"OLAS, Esmeralda, heywhosthatkid",1417,LV
7614,8976,7614,80832,LV,2024-08,Saule Aust,"OLAS, Esmeralda, MarkMate",1402,LV
7615,11795,7615,80800,LV,2024-08,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",1342,GB
7616,11618,7616,80816,LV,2024-08,NIGHTS LIKE THIS,The Kid LAROI,1297,AU
7617,9904,7617,80793,LV,2024-08,Espresso,Sabrina Carpenter,1284,US
7618,9253,7618,80852,LV,2024-08,i like the way you kiss me,Artemas,1276,GB
7619,11905,7619,80828,LV,2024-08,Raķešu Zinātne,"Fiņķis, Patrisha",1255,LV
7620,11912,7620,82852,MA,2024-08,Mahboul Ana,Lazaro,1548,MA
7621,11625,7621,82830,MA,2024-08,Dawini,"Tawsen, Ayoub Anbaoui",1505,BE
7622,4780,7622,82868,MA,2024-08,SPIDER,"GIMS, DYSTINCT",1423,FR
7623,11917,7623,82818,MA,2024-08,Badadi,Douaa Lahyaoui,1420,MA
7624,6187,7624,82817,MA,2024-08,BLUE LOVE,ElGrandeToto,1367,MA
7625,11158,7625,82855,MA,2024-08,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",1324,DE
7626,8053,7626,82836,MA,2024-08,Gata Only,"FloyyMenor, Cris Mj",1313,CL
7627,4781,7627,82867,MA,2024-08,SOIS PAS TIMIDE,GIMS,1260,FR
7628,4846,7628,82831,MA,2024-08,Dawk Lya,Snor,1257,MA
7629,4857,7629,82838,MA,2024-08,HWASI,Lbenj,1213,MA
7630,3339,7630,84494,MX,2024-08,LA PATRULLA,"Peso Pluma, Neton Vega",1550,MX
7631,10437,7631,84529,MX,2024-08,Si No Quieres No,"Luis R Conriquez, Neton Vega",1488,MX
7632,2088,7632,84528,MX,2024-08,Si Antes Te Hubiera Conocido,KAROL G,1464,CO
7633,9554,7633,84504,MX,2024-08,Madonna,"Natanael Cano, Oscar Maydon",1452,MX
7634,3340,7634,84530,MX,2024-08,TOMMY & PAMELA,"Peso Pluma, Kenia OS",1381,MX
7635,6023,7635,84508,MX,2024-08,NEL,Fuerza Regida,1367,MX
7636,9001,7636,84537,MX,2024-08,Volver Al Futuro,"Oscar Maydon, Junior H",1329,MX
7637,3341,7637,84523,MX,2024-08,SANTAL 33,"Peso Pluma, Oscar Maydon",1294,MX
7638,9555,7638,84491,MX,2024-08,Giza,"Natanael Cano, Oscar Maydon",1277,MX
7639,8986,7639,84521,MX,2024-08,Regalo De Dios,Julión Álvarez y su Norteño Banda,1214,MX
7640,10691,7640,86106,MY,2024-08,BIRDS OF A FEATHER,Billie Eilish,1542,US
7641,9905,7641,86141,MY,2024-08,Please Please Please,Sabrina Carpenter,1477,US
7642,9906,7642,86119,MY,2024-08,Espresso,Sabrina Carpenter,1475,US
7643,10517,7643,86131,MY,2024-08,Masing Masing,"Ernie Zakri, Ade Govinda",1460,MY
7644,4209,7644,86169,MY,2024-08,Who,Jimin,1419,KR
7645,6769,7645,86175,MY,2024-08,we can't be friends (wait for your love),Ariana Grande,1377,US
7646,11776,7646,86112,MY,2024-08,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,1344,US
7647,8296,7647,86172,MY,2024-08,drunk text,Henry Moodie,1314,GB
7648,6279,7648,86139,MY,2024-08,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",1283,CA
7649,11920,7649,86171,MY,2024-08,double take,Dhruv,1214,IN
7650,6348,7650,87951,NG,2024-08,OZEBA,Rema,1441,GB
7651,7108,7651,87964,NG,2024-08,Stronger,Young Jonn,1400,NG
7652,4964,7652,87923,NG,2024-08,Higher,Burna Boy,1369,NG
7653,10527,7653,87909,NG,2024-08,Dealer,"Ayo Maff, Fireboy DML",1333,NG
7654,6349,7654,87918,NG,2024-08,HEHEHE,Rema,1256,GB
7655,4971,7655,87974,NG,2024-08,Wave,"Asake, Central Cee",1161,NG
7656,7103,7656,87959,NG,2024-08,Risk,Victony,1149,NG
7657,4972,7657,87940,NG,2024-08,MMS,"Asake, Wizkid",1126,NG
7658,7568,7658,87912,NG,2024-08,Doha,Seyi Vibez,1119,GH
7659,4973,7659,87898,NG,2024-08,Active,"Asake, Travis Scott",1114,NG
7660,4210,7660,89820,NI,2024-08,Who,Jimin,1550,KR
7661,2089,7661,89807,NI,2024-08,Si Antes Te Hubiera Conocido,KAROL G,1519,CO
7662,5033,7662,89765,NI,2024-08,Es un Secreto,Plan B,1485,GB
7663,2693,7663,89775,NI,2024-08,LUNA,"Feid, ATL Jacob",1439,CO
7664,11489,7664,89788,NI,2024-08,Ohnana,Kapo,1427,CO
7665,10438,7665,89809,NI,2024-08,Si No Quieres No,"Luis R Conriquez, Neton Vega",1362,MX
7666,8429,7666,89790,NI,2024-08,Orion,"Boza, ELENA ROSE",1324,PA
7667,11857,7667,89768,NI,2024-08,HAY LUPITA,Lomiiel,1311,DO
7668,1912,7668,89806,NI,2024-08,Según Quién,"Maluma, Carin Leon",1285,CO
7669,10243,7669,89805,NI,2024-08,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",1233,JM
7670,11260,7670,91695,NL,2024-08,Terug In De Tijd,Yves Berendse,1532,NL
7671,7584,7671,91655,NL,2024-08,Gaan We Weg?,"Roxy Dekker, Ronnie Flex",1530,NL
7672,11159,7672,91672,NL,2024-08,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",1493,DE
7673,11642,7673,91706,NL,2024-08,"Zoet, Zout, Zuur",Robert van Hemert,1395,NL
7674,11000,7674,91689,NL,2024-08,Stargazing,Myles Smith,1375,GB
7675,11803,7675,91645,NL,2024-08,Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",1339,BE
7676,9907,7676,91651,NL,2024-08,Espresso,Sabrina Carpenter,1320,US
7677,9656,7677,91662,NL,2024-08,Huisfeestje,"Bankzitters, Roxy Dekker",1299,NL
7678,10296,7678,91637,NL,2024-08,A Bar Song (Tipsy),Shaboozey,1278,US
7679,9386,7679,91644,NL,2024-08,Belong Together,Mark Ambor,1252,US
7680,11923,7680,93678,NO,2024-08,Sigg,Ballinciaga,1529,NO
7681,10297,7681,93627,NO,2024-08,A Bar Song (Tipsy),Shaboozey,1459,US
7682,9908,7683,93649,NO,2024-08,Espresso,Rakkere,1413,US
7683,11644,7682,93626,NO,2024-08,24/7,Sabrina Carpenter,1413,NO
7684,10692,7684,93630,NO,2024-08,BIRDS OF A FEATHER,Billie Eilish,1392,US
7685,9909,7685,93672,NO,2024-08,Please Please Please,Sabrina Carpenter,1380,US
7686,11020,7686,93658,NO,2024-08,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",1358,US
7687,11927,7687,93693,NO,2024-08,Utested,Ari Bajgora,1334,NO
7688,7845,7688,93634,NO,2024-08,Beautiful Things,Benson Boone,1242,US
7689,9529,7689,93629,NO,2024-08,Austin (Boots Stop Workin'),Dasha,1189,US
7690,10693,7690,95610,NZ,2024-08,BIRDS OF A FEATHER,Billie Eilish,1527,US
7691,11362,7691,95632,NZ,2024-08,"Good Luck, Babe!",Chappell Roan,1420,US
7692,9910,7692,95654,NZ,2024-08,Please Please Please,Sabrina Carpenter,1418,US
7693,10073,7693,95647,NZ,2024-08,MILLION DOLLAR BABY,Tommy Richman,1401,US
7694,10298,7694,95605,NZ,2024-08,A Bar Song (Tipsy),Shaboozey,1384,US
7695,11770,7695,95614,NZ,2024-08,Big Dawgs,"Hanumankind, Kalmi",1368,IN
7696,9911,7696,95627,NZ,2024-08,Espresso,Sabrina Carpenter,1331,US
7697,9350,7697,95672,NZ,2024-08,Too Sweet,Hozier,1327,IE
7698,10112,7698,95651,NZ,2024-08,Not Like Us,Kendrick Lamar,1310,US
7699,5119,7699,95646,NZ,2024-08,Lose Control,Teddy Swims,1211,US
7700,8430,7700,97529,PA,2024-08,Orion,"Boza, ELENA ROSE",1545,PA
7701,11490,7701,97528,PA,2024-08,Ohnana,Kapo,1502,CO
7702,2090,7702,97543,PA,2024-08,Si Antes Te Hubiera Conocido,KAROL G,1482,CO
7703,11829,7703,97516,PA,2024-08,Hasta Aquí Llegué,"Nanpa Básico, Beéle",1416,CO
7704,10244,7704,97541,PA,2024-08,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",1386,JM
7705,2694,7705,97519,PA,2024-08,LUNA,"Feid, ATL Jacob",1382,CO
7706,8095,7706,97525,PA,2024-08,Mirame,"Blessd, Ovy On The Drums",1344,CO
7707,8444,7707,97491,PA,2024-08,BESITOS,Valentino GRM,1278,MX
7708,6414,7708,97493,PA,2024-08,Baby Gangster,"BARBEL, Nerry Money",1231,PA
7709,4211,7709,97552,PA,2024-08,Who,Jimin,1190,KR
7710,2091,7710,99234,PE,2024-08,Si Antes Te Hubiera Conocido,KAROL G,1550,CO
7711,4212,7711,99243,PE,2024-08,Who,Jimin,1504,KR
7712,2695,7712,99206,PE,2024-08,LUNA,"Feid, ATL Jacob",1459,CO
7713,9086,7713,99226,PE,2024-08,REAL GANGSTA LOVE,Trueno,1448,AR
7714,2696,7714,99231,PE,2024-08,SORRY 4 THAT MUCH,Feid,1439,CO
7715,11491,7715,99217,PE,2024-08,Ohnana,Kapo,1386,CO
7716,8096,7716,99213,PE,2024-08,Mirame,"Blessd, Ovy On The Drums",1365,CO
7717,10245,7717,99232,PE,2024-08,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",1332,JM
7718,10554,7718,99219,PE,2024-08,PARTIDO EN DOS,La Única Tropical,1268,PE
7719,5874,7719,99230,PE,2024-08,SI NO ES CONTIGO,Cris Mj,1267,CL
7720,11648,7720,100770,PH,2024-08,sining (feat. Jay R),"Dionela, Jay R",1550,PH
7721,11271,7721,100717,PH,2024-08,Dilaw,Maki,1519,JP
7722,10694,7722,100708,PH,2024-08,BIRDS OF A FEATHER,Billie Eilish,1488,US
7723,9666,7723,100752,PH,2024-08,"Salamin, Salamin",BINI,1434,PH
7724,9912,7724,100747,PH,2024-08,Please Please Please,Sabrina Carpenter,1400,US
7725,10563,7725,100744,PH,2024-08,Palagi,TJ Monterde,1376,PH
7726,9667,7726,100746,PH,2024-08,Pantropiko,BINI,1352,PH
7727,9668,7727,100712,PH,2024-08,Cherry On Top,BINI,1311,PH
7728,9669,7728,100729,PH,2024-08,Karera,BINI,1257,PH
